Title,Diff,Level,Const,Score,Clear,"Full Combo","All Justice","Full Chain",Genre
PUPA,MAS,14.5,14.6,1009952,1,1,1,0,VARIETY
ハートアタック,MAS,14,14.4,1007939,1,0,0,0,ORIGINAL
folern,MAS,14.5,14.7,1009905,1,1,1,0,ORIGINAL
2DVenture,MAS,13,13.3,1009994,1,1,1,0,ORIGINAL
ぜったい！昇天★鎮魂歌♂,MAS,14,14.3,1008767,1,0,0,0,ORIGINAL
"夕焼けのRed Parade",MAS,14.5,14.9,1009569,1,1,0,0,ORIGINAL
StufeStern,MAS,14,14.3,1003764,1,0,0,0,ORIGINAL
スピカの天秤,MAS,14.5,14.8,1009949,1,1,1,0,ORIGINAL
Life,MAS,14,14.1,1009380,1,0,0,0,ORIGINAL
Sqlupp,MAS,14,14.4,1009079,1,0,0,0,ORIGINAL
Climax,EXP,13,13.4,1001220,1,0,0,0,ORIGINAL
Climax,MAS,15,15,1008599,1,0,0,0,ORIGINAL
larva,MAS,14.5,14.7,1009899,1,1,1,0,ゲキマイ
ロキ,ULT,14,14,1008201,1,1,0,0,niconico
"Innocent Truth",MAS,14,14,1009404,1,0,0,0,ORIGINAL
"CITRUS MONSTER",MAS,14.5,14.6,1009831,1,1,1,0,ゲキマイ
"Ai Nov",EXP,12,12.3,1003868,1,0,0,0,ゲキマイ
"Ai Nov",MAS,14.5,14.8,1009329,1,0,0,0,ゲキマイ
アイリちゃんは暗黒魔導士!,MAS,14,14,1008348,1,0,0,0,ORIGINAL
電光石火,MAS,15,15,1009331,1,0,0,0,ORIGINAL
ゴールドビジョン,MAS,14,14.3,1008778,1,1,0,0,東方Project
"Fracture Ray",MAS,14.5,14.7,1009412,1,1,0,0,VARIETY
"Axium Crisis",MAS,13.5,13.7,1009959,1,1,1,0,VARIETY
"Grievous Lady",EXP,12,12.4,1001680,1,0,0,0,VARIETY
"Grievous Lady",MAS,14.5,14.8,1009356,1,1,0,0,VARIETY
"CO5M1C R4ILR0AD",MAS,14,14.1,1009916,1,1,1,2,VARIETY
"Pure Ruby",MAS,14,14.3,1009600,1,1,0,0,VARIETY
"Everlasting Today",EXP,12,12.1,1007336,1,0,0,0,ゲキマイ
"Everlasting Today",MAS,14.5,14.8,1009377,1,1,0,0,ゲキマイ
"The Pursuit of Speed",MAS,13,13.4,1008888,1,1,0,0,VARIETY
ZEUS,MAS,14.5,14.5,1008245,1,0,0,0,VARIETY
暗晦にハイライト,MAS,14.5,14.5,1009346,1,1,0,0,ORIGINAL
8-EM,MAS,14.5,14.8,1008844,1,0,0,0,ORIGINAL
"Killing Rhythm",EXP,14,14.3,1009352,1,0,0,0,ORIGINAL
"Killing Rhythm",MAS,15,15.3,1008417,1,1,0,0,ORIGINAL
METEOR,EXP,9.5,9.5,1008716,1,0,0,0,niconico
METEOR,MAS,11.5,11.8,1010000,1,1,1,0,niconico
ワールズエンド・ダンスホール,EXP,9,9,995848,1,0,0,0,niconico
ワールズエンド・ダンスホール,MAS,12.5,12.8,993049,1,0,0,0,niconico
YURUSHITE,EXP,13.5,13.8,1003571,1,0,0,0,ゲキマイ
YURUSHITE,MAS,15,15.1,1008070,1,0,0,0,ゲキマイ
ユメキキョウ,MAS,14,14,1009696,1,1,0,0,ORIGINAL
"Black Swan Lake",MAS,14,14.3,1009717,1,1,0,0,ORIGINAL
"GIGA DRIVE",EXP,13.5,13.6,1009317,1,0,0,0,ORIGINAL
"GIGA DRIVE",MAS,15,15.1,1007755,1,0,0,0,ORIGINAL
Rebellion,EXP,14,14.1,1008721,1,0,0,0,ORIGINAL
Rebellion,MAS,15,15.4,1007680,1,0,0,0,ORIGINAL
テオ,EXP,8,8,1003857,1,0,0,0,niconico
テオ,MAS,13,13.4,1009974,1,1,1,2,niconico
ハイセンスナンセンス,MAS,14,14.4,1008189,1,0,0,0,niconico
デンパラダイム,MAS,14,14,1009928,1,1,1,0,niconico
"星の器～STAR OF ANDROMEDA",MAS,14.5,14.5,1008700,1,0,0,0,東方Project
"Vibrant Verve",MAS,14,14.1,1009247,1,0,0,0,ORIGINAL
燃えてもエンジョイ！宛城、炎上！！,MAS,14,14.3,1006170,1,0,0,0,イロドリミドリ
"水晶世界 ～Fracture～",MAS,14.5,14.9,1008600,1,1,0,0,VARIETY
BlythE,MAS,14,14.1,1009855,1,1,1,0,VARIETY
BlythE,ULT,15,15.1,1007437,1,0,0,0,VARIETY
ロスタイムメモリー,MAS,12.5,12.9,1009673,1,1,0,0,niconico
ヒバナ,EXP,9.5,9.5,1006445,1,0,0,0,niconico
ヒバナ,MAS,13.5,13.7,1009288,1,0,0,0,niconico
ヒバナ,ULT,14,14,1009974,1,1,1,0,niconico
最終鬼畜妹フランドール・S,MAS,14,14.4,1009948,1,1,1,0,東方Project
最終鬼畜妹フランドール・S,ULT,14.5,14.5,1009716,1,1,0,0,東方Project
"Excalibur ～Revived resolution～",MAS,14.5,14.8,1009218,1,1,0,0,ゲキマイ
Opfer,EXP,13.5,13.7,993239,1,0,0,0,ゲキマイ
Opfer,MAS,15,15,1008662,1,0,0,0,ゲキマイ
"神威 (NAOKI × ZPP MIX)",MAS,15,15,1004710,1,0,0,0,ORIGINAL
サヴァイバル・キリング・メーカー,MAS,12.5,12.7,1009980,1,1,1,0,ORIGINAL
ハジマリノピアノ,MAS,14,14,1007482,1,0,0,0,ORIGINAL
"Surrogate Life",MAS,14.5,14.9,1008924,1,0,0,0,ORIGINAL
"Nijirate Fanatics",EXP,13.5,13.8,998508,1,0,0,0,ORIGINAL
"Nijirate Fanatics",MAS,14,14.4,1005095,1,0,0,0,ORIGINAL
Destr0yer,MAS,14.5,14.5,1008127,1,0,0,0,VARIETY
R.I.P.,MAS,14,14.1,1007775,1,0,0,0,VARIETY
"Trackless wilderness",MAS,14.5,14.9,1009874,1,1,1,0,ORIGINAL
"absolute rightness",MAS,14,14.3,1009908,1,1,1,0,ORIGINAL
"Walzer für das Nichts",MAS,14.5,14.6,1009501,1,0,0,0,ORIGINAL
まごころのカスクルゥト,MAS,14,14.1,1009478,1,1,0,0,ORIGINAL
幾望の月,ULT,14,14.2,1007730,1,0,0,0,niconico
"《混乱》 ～ Muspell",MAS,13.5,13.7,1004469,1,0,0,0,ORIGINAL
"《理想》 ～ Cloudland",MAS,12.5,12.8,968886,0,0,0,0,ORIGINAL
"《運命》 ～ Ray of Hope",MAS,14,14.3,1009704,1,1,0,0,ORIGINAL
"Star Divine",MAS,12,12.1,1009982,1,1,1,0,POPS&ANIME
"とーきょー全域★アキハバラ？ (ver.にこる)",MAS,13.5,13.8,1008230,1,1,0,0,ORIGINAL
AXION,MAS,14.5,14.7,1008648,1,1,0,0,VARIETY
"MEGATON BLAST",EXP,13,13.2,1008172,1,0,0,0,ゲキマイ
"MEGATON BLAST",MAS,14.5,14.8,1009748,1,1,0,0,ゲキマイ
Pump!n,MAS,13.5,13.8,1009494,1,1,0,0,東方Project
"Fidget Dancer",MAS,14,14.3,1009735,1,1,0,0,ORIGINAL
Megameteor,MAS,15,15,1009186,1,0,0,0,ORIGINAL
Trrricksters!!,EXP,13,13.4,1006509,1,0,0,0,ORIGINAL
Trrricksters!!,MAS,15,15.3,1007339,1,0,0,0,ORIGINAL
"Ladymade Star",MAS,11.5,11.7,1006463,1,0,0,0,VARIETY
"SON OF SUN",MAS,14,14.4,1005188,1,0,0,0,VARIETY
"SON OF SUN",ULT,15,15.1,1005525,1,0,0,0,VARIETY
音弾超人ゴリライザー,MAS,13.5,13.9,1003073,1,0,0,0,VARIETY
Giselle,MAS,15,15.1,1007299,1,0,0,0,VARIETY
"Life is PIANO",MAS,13.5,13.8,1009581,1,1,0,0,VARIETY
タテマエと本心の大乱闘,MAS,12,12.2,1009993,1,1,1,0,ゲキマイ
conflict(斉唱),MAS,14,14.3,1007466,1,0,0,0,イロドリミドリ
チョウの標本,MAS,14,14.3,1008445,1,0,0,0,VARIETY
"Catch the Wave",EXP,9,9,994903,1,0,0,0,niconico
"Catch the Wave",MAS,12,12.1,1009993,1,1,1,0,niconico
"Sound Chimera",MAS,14.5,14.8,1009132,1,0,0,0,VARIETY
"エンドマークに希望と涙を添えて ～イロドリミドリアレンジ～",EXP,10,10.3,1000543,1,0,0,0,イロドリミドリ
"エンドマークに希望と涙を添えて ～イロドリミドリアレンジ～",MAS,13.5,13.8,1006065,1,0,0,0,イロドリミドリ
"Ghost Dance",MAS,12.5,12.5,1009993,1,1,1,0,ORIGINAL
シャッキーーン！！,MAS,14,14.4,1008663,1,0,0,0,ORIGINAL
"《破滅》 ～ Rhapsody for The End",MAS,15,15.2,1007303,1,0,0,0,ORIGINAL
メルティランドナイトメア,EXP,8.5,8.5,1005717,1,0,0,0,niconico
絶対にチョコミントを食べるアオイチャン,MAS,13.5,13.7,1009622,1,1,0,0,niconico
MARENOL,MAS,15,15,1007835,1,0,0,0,VARIETY
悪戯センセーション,MAS,13,13.3,1009993,1,1,1,0,東方Project
紅き魔汁、闇より降りて天啓の響きを導く,MAS,14,14,1009912,1,1,1,0,イロドリミドリ
ロング・スロー・アライブ,MAS,11.5,11.9,1009993,1,1,1,0,ORIGINAL
"Therapeutic Hoedown",MAS,14,14.4,1008046,1,0,0,0,ORIGINAL
バイオレンストリガー,MAS,13,13.3,1008017,1,0,0,0,niconico
"felys -final remix-",MAS,14,14.4,1007359,1,0,0,0,VARIETY
ドルオタ忍道！楠子ノ巻,MAS,13.5,13.5,1009447,1,1,0,0,ORIGINAL
エキセントリックコンコン,MAS,13.5,13.7,1009273,1,0,0,0,ORIGINAL
大天使ユリア★降臨!,MAS,14,14.3,1009735,1,1,0,0,ORIGINAL
グリーンライツ・セレナーデ,EXP,9,9,993129,1,0,0,0,niconico
グリーンライツ・セレナーデ,MAS,13.5,13.8,1009990,1,1,1,2,niconico
ブレス・ユア・ブレス,MAS,13,13.2,1009984,1,1,1,2,niconico
"Blackmagik Blazing",MAS,15,15,1009026,1,0,0,0,VARIETY
"Jade Star",MAS,14,14.2,1007710,1,0,0,0,VARIETY
"We Are Us",MAS,13,13.4,1009067,1,1,0,0,イロドリミドリ
"U ARE",MAS,14.5,14.5,1009924,1,1,1,0,ORIGINAL
ハードコア・シンドローム,MAS,14.5,14.6,1009067,1,0,0,0,ORIGINAL
Hainuwele,MAS,14.5,14.9,1008448,1,1,0,0,ORIGINAL
宿星審判,EXP,13.5,13.5,1009197,1,1,0,0,ORIGINAL
宿星審判,MAS,15.5,15.5,1007713,1,0,0,0,ORIGINAL
"Ascension to Heaven",EXP,13.5,13.8,1006210,1,1,0,0,VARIETY
"Ascension to Heaven",MAS,15,15,1009173,1,0,0,0,VARIETY
"Sweet Requiem",MAS,14,14.3,1009608,1,1,0,2,東方Project
レータイスパークEx,MAS,14,14.2,1009986,1,1,1,0,東方Project
小悪魔の遊園地,EXP,13.5,13.5,1009941,1,1,1,0,VARIETY
小悪魔の遊園地,MAS,15,15.1,1007692,1,1,0,0,VARIETY
"The Metaverse -First story of the SeelischTact-",EXP,14,14.2,1001411,1,0,0,0,ORIGINAL
"The Metaverse -First story of the SeelischTact-",MAS,15.5,15.7,1000888,1,0,0,0,ORIGINAL
フィクサー,MAS,13,13.3,1009918,1,1,1,0,niconico
"B100d Hunter",MAS,14.5,14.7,1009728,1,1,0,0,ORIGINAL
"Last Celebration",MAS,14.5,14.7,1009735,1,1,0,0,ORIGINAL
Cyaegha,MAS,14,14.2,1009480,1,1,0,0,VARIETY
Arcahv,MAS,14,14.1,1009981,1,1,1,0,VARIETY
AttraqtiA,MAS,14.5,14.9,1009691,1,1,0,0,VARIETY
"ナイト・オブ・ナイツ (USAO Remix)",EXP,11,11,1003518,1,0,0,0,東方Project
"ナイト・オブ・ナイツ (USAO Remix)",MAS,14,14.3,1009514,1,1,0,0,東方Project
"Alea jacta est!",EXP,13,13,993634,1,0,0,0,ゲキマイ
"Alea jacta est!",MAS,14.5,14.8,1009673,1,1,0,0,ゲキマイ
"Viyella's Tears",EXP,13,13.4,1009565,1,1,0,0,ゲキマイ
"Viyella's Tears",MAS,15,15.1,1007938,1,0,0,0,ゲキマイ
"Paqqin (tpz Despair Remix)",MAS,14.5,14.8,1008928,1,0,0,0,ORIGINAL
宙の隣,MAS,14,14,1007674,1,0,0,0,ORIGINAL
"Insane Gamemode",MAS,14,14.4,1009303,1,0,0,0,ORIGINAL
Parad'ox,MAS,14.5,14.7,1009036,1,1,0,0,ORIGINAL
ANU,EXP,13.5,13.7,1008860,1,0,0,0,ORIGINAL
ANU,MAS,15,15.3,1008026,1,0,0,0,ORIGINAL
愛されなくても君がいる,BAS,3,3,989644,1,0,0,0,niconico
スターナイトスノウ,MAS,12.5,12.7,1009975,1,1,1,0,niconico
疾走あんさんぶる,MAS,13.5,13.9,1009705,1,1,0,0,東方Project
"MELtin' 17",MAS,14,14,1009969,1,1,1,0,イロドリミドリ
"《投影》 ～ Oh My Baby Doll",MAS,14,14.4,1008637,1,0,0,0,ORIGINAL
"《信仰》 ～ Eudaimonia",MAS,13.5,13.8,1007381,1,0,0,0,ORIGINAL
"《選別》 ～ Refuge",MAS,14,14.1,1008698,1,1,0,0,ORIGINAL
"《本能》 ～ ReCoda",MAS,14.5,14.6,1009848,1,1,1,0,ORIGINAL
赤壁、大炎上！！,MAS,15,15.1,1008089,1,0,0,0,ORIGINAL
"Technicians High",EXP,11.5,11.5,1007570,1,0,0,0,ゲキマイ
"Technicians High",MAS,14,14.2,1009987,1,1,1,0,ゲキマイ
DX超性能フルメタル少女,MAS,14,14.3,1009466,1,1,0,0,VARIETY
"Lemegeton -little key of solomon-",MAS,14.5,14.9,1009198,1,1,0,0,VARIETY
"BUCHiGiRE Berserker",MAS,14.5,14.8,1009932,1,1,1,0,VARIETY
Wizdomiot,EXP,12,12.3,999629,1,0,0,0,東方Project
Wizdomiot,MAS,15,15,1009053,1,0,0,0,東方Project
"the EmpErroR",EXP,13,13.4,1004094,1,0,0,0,ゲキマイ
"the EmpErroR",MAS,14.5,14.9,1008375,1,0,0,0,ゲキマイ
"Good bye, Merry-Go-Round.",EXP,12.5,12.5,1009459,1,1,0,0,ゲキマイ
"Good bye, Merry-Go-Round.",MAS,14.5,14.6,1009677,1,1,0,0,ゲキマイ
"おいでよ！ 高須らいむランド",ULT,14.5,14.5,1008735,1,0,0,0,ORIGINAL
"Athlete Killer ""Meteor""",MAS,14,14,1006537,1,0,0,0,ORIGINAL
Blazing:Storm,MAS,15,15,1008285,1,0,0,0,ORIGINAL
アンドロイドガール,EXP,10,10,1008890,1,1,0,0,niconico
アンドロイドガール,MAS,13.5,13.7,1009103,1,0,0,0,niconico
こちら、幸福安心委員会です。,EXP,11,11.1,989121,1,0,0,0,niconico
こちら、幸福安心委員会です。,MAS,13.5,13.9,1008816,1,0,0,0,niconico
"Earthquake Super Shock",MAS,12.5,12.8,1008940,1,1,0,0,東方Project
ポーカーフェイス,MAS,14,14.1,1009920,1,1,1,0,東方Project
"C & B",MAS,14,14,1009136,1,1,0,0,ORIGINAL
月詠に鳴る,MAS,14,14.4,1009961,1,1,1,0,ORIGINAL
"Blessed Rain",MAS,14.5,14.8,1007916,1,0,0,0,ORIGINAL
"Elemental Ethnic",EXP,12.5,12.5,1004366,1,0,0,0,ORIGINAL
"Elemental Ethnic",MAS,14.5,14.9,1008003,1,0,0,0,ORIGINAL
X7124,EXP,14,14.3,1008566,1,0,0,0,ORIGINAL
X7124,MAS,15,15.3,1005906,1,0,0,0,ORIGINAL
ここからはじまるプロローグ。,MAS,13.5,13.7,1009043,1,0,0,0,ゲキマイ
"BATTLE NO.1",MAS,14.5,14.9,1008582,1,0,0,0,VARIETY
"祈 -我ら神祖と共に歩む者なり-",EXP,14.5,14.5,1009945,1,1,1,0,ORIGINAL
"祈 -我ら神祖と共に歩む者なり-",MAS,15.5,15.7,1005375,1,0,0,0,ORIGINAL
クロートーと星の観測者,MAS,14,14,1009860,1,1,1,0,VARIETY
真千年女王,MAS,14.5,14.9,1009404,1,1,0,0,VARIETY
[CRYSTAL_ACCESS],MAS,14.5,14.6,1009434,1,1,0,0,ORIGINAL
ベースラインやってる？笑,MAS,14,14.2,1003925,1,0,0,0,VARIETY
董卓討つべし,MAS,14,14,1007931,1,0,0,0,VARIETY
セカイはまだ始まってすらいない,EXP,8.5,8.5,993610,1,0,0,0,niconico
セカイはまだ始まってすらいない,MAS,12,12.2,1009984,1,1,1,0,niconico
"TECHNOPOLIS 2085",EXP,12,12.1,1006512,1,0,0,0,ORIGINAL
"TECHNOPOLIS 2085",MAS,14.5,14.5,1009020,1,0,0,0,ORIGINAL
再生不能,MAS,14,14,1009869,1,1,1,0,ORIGINAL
アポカリプスに反逆の焔を焚べろ,EXP,13.5,13.7,1008354,1,1,0,0,ゲキマイ
アポカリプスに反逆の焔を焚べろ,MAS,15,15.1,1008693,1,0,0,0,ゲキマイ
AstrøNotes.,MAS,14.5,14.9,1009650,1,1,0,0,ゲキマイ
ヴィラン,EXP,9.5,9.5,998360,1,0,0,0,niconico
ヴィラン,MAS,13,13.2,996349,1,0,0,0,niconico
KING,EXP,9,9,988450,1,0,0,0,niconico
KING,MAS,12,12.3,1009953,1,1,1,2,niconico
セカイ,EXP,9.5,9.5,982075,1,0,0,0,niconico
セカイ,MAS,12.5,12.9,1009326,1,1,0,0,niconico
ローリンガール,EXP,9,9,1009880,1,1,1,0,niconico
ローリンガール,MAS,13,13.4,1007679,1,0,0,0,niconico
骸骨楽団とリリア,ULT,14.5,14.9,1008583,1,0,0,0,niconico
高音厨音域テスト,EXP,8.5,8.5,1002285,1,0,0,0,niconico
高音厨音域テスト,MAS,12,12,999981,1,0,0,0,niconico
"ナイト・オブ・ナイツ (かめりあ’s“ワンス・アポン・ア・ナイト”Remix)",EXP,10.5,10.9,1004766,1,0,0,0,東方Project
"ナイト・オブ・ナイツ (かめりあ’s“ワンス・アポン・ア・ナイト”Remix)",MAS,14,14.4,1009964,1,1,1,0,東方Project
"No Life Queen [DJ Command Remix]",MAS,13,13.4,1009964,1,1,1,0,東方Project
"Little ""Sister"" Bitch",MAS,13.5,13.9,1006139,1,0,0,0,東方Project
ホイホイ☆幻想ホロイズム,MAS,13.5,13.9,1009584,1,1,0,0,東方Project
"A Site De La Rue",MAS,15,15.1,1008427,1,1,0,0,VARIETY
"XL TECHNO -More Dance Remix-",MAS,14.5,14.5,1004520,1,0,0,0,VARIETY
CHAOS,EXP,10,10,1009985,1,1,1,0,VARIETY
二次元ドリームフィーバー,MAS,14,14,1009465,1,1,0,0,niconico
"SINister Evolution",MAS,14.5,14.9,1009573,1,1,0,0,VARIETY
"Crimson Phoenix",MAS,14.5,14.8,1008800,1,1,0,0,VARIETY
8OROCHI,MAS,14,14.4,1008532,1,0,0,0,VARIETY
ミュージック・リボルバー,MAS,14.5,14.6,1009912,1,1,1,2,VARIETY
REDRAVE,MAS,14,14,1009411,1,1,0,0,VARIETY
"BLUE ZONE",MAS,14.5,14.7,1009004,1,0,0,0,VARIETY
花たちに希望を,EXP,10.5,10.5,1009301,1,0,0,0,VARIETY
花たちに希望を,MAS,14,14.3,1007433,1,0,0,0,VARIETY
脳天直撃,EXP,13,13.3,985131,1,0,0,0,ゲキマイ
脳天直撃,MAS,15,15.1,1007973,1,0,0,0,ゲキマイ
封焔の135秒,EXP,13.5,13.7,1009367,1,1,0,0,ゲキマイ
封焔の135秒,MAS,15,15,1009754,1,1,0,0,ゲキマイ
UltraNeon,MAS,14,14.3,1009050,1,1,0,0,ORIGINAL
雪男,MAS,15,15.2,1008557,1,0,0,0,ORIGINAL
"Blazing Break",MAS,13.5,13.6,1009679,1,1,0,0,ORIGINAL
蜘蛛の糸,EXP,13.5,13.7,1007344,1,0,0,0,ORIGINAL
蜘蛛の糸,MAS,15,15.2,1005955,1,0,0,0,ORIGINAL
人生攻略☆Tips,MAS,11.5,11.9,1009881,1,1,1,0,ORIGINAL
ピュグマリオンの咒文,MAS,14,14.1,1009537,1,1,0,0,ORIGINAL
自分勝手Dazzling,MAS,12,12.3,1009933,1,1,1,0,ORIGINAL
"Yakumo >>JOINT STRUGGLE (2019 Update)",MAS,14.5,14.9,1009617,1,1,0,0,東方Project
神々が恋した幻想郷,MAS,14,14.4,1009298,1,0,0,0,東方Project
"Love & Justice",MAS,15,15.2,1008629,1,0,0,0,VARIETY
"《自戒》 ～ Paganelope",MAS,14.5,14.6,1007608,1,0,0,0,ORIGINAL
"《偏愛》 ～ Shattered Memories",MAS,14,14.4,1009964,1,1,1,0,ORIGINAL
Say!ファンファーレ!,MAS,12,12.2,1009983,1,1,1,0,POPS&ANIME
"Virtual to LIVE",MAS,11,11.3,1009992,1,1,1,0,POPS&ANIME
"Don't Fight The Music",EXP,12,12.3,1009475,1,1,0,0,ゲキマイ
"Don't Fight The Music",MAS,14.5,14.9,1008517,1,0,0,0,ゲキマイ
ポジティブ・パレード,MAS,12,12.4,1009973,1,1,1,0,niconico
Kattobi舞高Riders,MAS,13.5,13.7,1007029,1,0,0,0,イロドリミドリ
UTAKATA,MAS,12.5,12.9,1008403,1,0,0,0,ゲキマイ
"Rule the World!!",MAS,14,14,981963,1,0,0,0,ゲキマイ
Radiance,EXP,10.5,10.5,1002540,1,0,0,0,ゲキマイ
Radiance,MAS,13.5,13.9,1009975,1,1,1,0,ゲキマイ
#FairyJoke,MAS,14,14.1,1009981,1,1,1,0,東方Project
NewStartでReadyGo!,MAS,12,12,1009521,1,1,0,0,イロドリミドリ
Qliphothgear,EXP,13,13.4,1006228,1,0,0,0,ORIGINAL
Qliphothgear,MAS,14.5,14.5,1009906,1,1,1,0,ORIGINAL
SQUAD-Phvntom-,MAS,14.5,14.5,1009491,1,1,0,0,ORIGINAL
parvorbital,EXP,13,13,1006146,1,0,0,0,ORIGINAL
parvorbital,MAS,15,15.3,1007844,1,0,0,0,ORIGINAL
"Strange Love",MAS,15,15.3,1005720,1,0,0,0,ORIGINAL
"Akasagarbha -reincarnate-",MAS,14.5,14.5,1009242,1,1,0,0,VARIETY
88D,MAS,14,14.1,1008509,1,1,0,0,VARIETY
"Tuk Tuk Boshi",MAS,14.5,14.8,1008503,1,0,0,0,VARIETY
プナイプナイたいそう,MAS,14,14.4,1006992,1,0,0,0,VARIETY
"多重未来のカルテット -Quartet Theme-",MAS,13.5,13.7,1009376,1,0,0,0,niconico
"Iudicium “Apocalypsis Mix”",MAS,14,14.4,1006617,1,0,0,0,ゲキマイ
IMPACT,EXP,12.5,12.9,1009583,1,1,0,0,ORIGINAL
IMPACT,MAS,14.5,14.5,1009685,1,0,0,0,ORIGINAL
MEGALOVANIA,MAS,14,14,1009925,1,1,1,0,VARIETY
NightTheater,EXP,11.5,11.8,1009981,1,1,1,0,VARIETY
NightTheater,MAS,14.5,14.5,1009538,1,1,0,0,VARIETY
ピアノ協奏曲第１番”蠍火”,EXP,14,14.2,1007488,1,1,0,0,VARIETY
ピアノ協奏曲第１番”蠍火”,MAS,15.5,15.5,1004502,1,0,0,0,VARIETY
天火明命,MAS,14,14,1009040,1,0,0,0,ゲキマイ
"Blows Up Everything",MAS,14,14.2,1009527,1,0,0,0,ゲキマイ
Baqeela,MAS,14,14.1,1009933,1,1,1,2,ゲキマイ
花と、雪と、ドラムンベース。,MAS,14.5,14.6,1008024,1,0,0,0,ゲキマイ
グッバイ宣言,EXP,9,9,1003097,1,0,0,0,niconico
グッバイ宣言,MAS,12,12.3,995753,1,0,0,0,niconico
テレキャスタービーボーイ,EXP,9.5,9.5,1004335,1,0,0,0,niconico
テレキャスタービーボーイ,MAS,12.5,12.6,992156,1,0,0,0,niconico
ボッカデラベリタ,MAS,13,13.2,1008472,1,0,0,0,niconico
